category,oem,part_number,DWPD,form_factor,capacity,mfr_part_number,part_description,interface,part_specification,part_url,store
ssd,Hitachi,MK000960GWTTK,3,"2.5""",960 GB,Tx-Sxx-P40503-B21,960GB SATA MU SFF BC MV SSD,6 Gbps,"{'Model': ['960GB SATA MU SFF BC MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['6000 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['6 Gbps'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK000960GWTTK'], 'Series': ['D3-S4610'], 'Part Number': ['Tx-Sxx-P40503-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52366&persona=live&column=partnerName&order=asc&redirectFrom=960GB%20SATA%20MU%20SFF%20BC%20MV%20SSD,VMware
ssd,Hitachi,MK003840GWTTN,3,"2.5""",3840 GB,Tx-Sxx-P40505-B21,3.84TB SATA MU SFF BC MV SSD,6 Gbps,"{'Model': ['3.84TB SATA MU SFF BC MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['22000 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['6 Gbps'], 'Capacity': ['3840 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK003840GWTTN'], 'Series': ['D3-S4610'], 'Part Number': ['Tx-Sxx-P40505-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52368&persona=live&column=partnerName&order=asc&redirectFrom=3.84TB%20SATA%20MU%20SFF%20BC%20MV%20SSD,VMware
ssd,Hitachi,MK001920GWTTL,3,"2.5""",1920 GB,Tx-Sxx-P40504-B21,1.92TB SATA MU SFF BC MV SSD,6 Gbps,"{'Model': ['1.92TB SATA MU SFF BC MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['10000 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['6 Gbps'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK001920GWTTL'], 'Series': ['D3-S4610'], 'Part Number': ['Tx-Sxx-P40504-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52367&persona=live&column=partnerName&order=asc&redirectFrom=1.92TB%20SATA%20MU%20SFF%20BC%20MV%20SSD,VMware
ssd,Hitachi,VK000960GWSXH,5,"2.5""",960 GB,Tx-Sxx-P18424-B21,960GB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['960GB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['1400 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [5], 'Interface Speed': ['6 Gbps'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK000960GWSXH'], 'Series': ['5200'], 'Part Number': ['Tx-Sxx-P18424-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52600&persona=live&column=partnerName&order=asc&redirectFrom=960GB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,MK000960GXAXB,5,"2.5""",960 GB,Tx-Sxx-P40503-B21,960GB SATA MU SFF MV SSD,6 Gbps,"{'Model': ['960GB SATA MU SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['8760 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [5], 'Interface Speed': ['6 Gbps'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK000960GXAXB'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40503-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52631&persona=live&column=partnerName&order=asc&redirectFrom=960GB%20SATA%20MU%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK000240GWEZB,1,"2.5""",240 GB,Tx-Sxx-P18420-B21,240GB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['240GB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['650 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['240 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK000240GWEZB'], 'Series': ['5100'], 'Part Number': ['Tx-Sxx-P18420-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52598&persona=live&column=partnerName&order=asc&redirectFrom=240GB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK000480GWSXF,1,"2.5""",480 GB,Tx-Sxx-P18422-B21,480GB SATA RI SFF SC MV SSD,6 Gbps,"{'Model': ['480GB SATA RI SFF SC MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['427 TBW'], 'Performance Class': ['Class C: 10,000-19,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['480 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK000480GWSXF'], 'Series': ['5200'], 'Part Number': ['Tx-Sxx-P18422-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52599&persona=live&column=partnerName&order=asc&redirectFrom=480GB%20SATA%20RI%20SFF%20SC%20MV%20SSD,VMware
ssd,Hitachi,VK001920GWSXK,1,"2.5""",1920 GB,Tx-Sxx-P18426-B21,1.92TB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['1.92TB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['2395 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class B >=1825 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK001920GWSXK'], 'Series': ['5200'], 'Part Number': ['Tx-Sxx-P18426-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52601&persona=live&column=partnerName&order=asc&redirectFrom=1.92TB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK007680GWSXN,1,"2.5""",7680 GB,Tx-Sxx-P18430-B21,7.68TB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['7.68TB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['8400 TBW'], 'Performance Class': ['Class B: 5,000-9,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['7680 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK007680GWSXN'], 'Series': ['5200'], 'Part Number': ['Tx-Sxx-P18430-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52624&persona=live&column=partnerName&order=asc&redirectFrom=7.68TB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK003840GWSXL,1,"2.5""",3840 GB,Tx-Sxx-P18428-B21,3.84TB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['3.84TB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['3422 TBW'], 'Performance Class': ['Class C: 10,000-19,999 Writes Per Second'], 'Endurance Class': ['Endurance Class B >=1825 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['3840 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK003840GWSXL'], 'Series': ['5200'], 'Part Number': ['Tx-Sxx-P18428-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52602&persona=live&column=partnerName&order=asc&redirectFrom=3.84TB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,MK000480GXAWF,5,"2.5""",480 GB,Tx-Sxx-P40502-B21,480GB SATA MU SFF BC MV SSD,6 Gbps,"{'Model': ['480GB SATA MU SFF BC MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['4380 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class B >=1825 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [5], 'Interface Speed': ['6 Gbps'], 'Capacity': ['480 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK000480GXAWF'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40502-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52630&persona=live&column=partnerName&order=asc&redirectFrom=480GB%20SATA%20MU%20SFF%20BC%20MV%20SSD,VMware
ssd,Hitachi,MK000960GWUGH,5,"2.5""",960 GB,Tx-Sxx-P18434-B21,960GB SATA MU SFF MV SSD,6 Gbps,"{'Model': ['960GB SATA MU SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['6000 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [5], 'Interface Speed': ['6 Gbps'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK000960GWUGH'], 'Series': ['5200'], 'Part Number': ['Tx-Sxx-P18434-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52626&persona=live&column=partnerName&order=asc&redirectFrom=960GB%20SATA%20MU%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK007680GXAWQ,1,"2.5""",7680 GB,Tx-Sxx-P40501-B21,7.68TB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['7.68TB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['9110 TBW'], 'Performance Class': ['Class C: 10,000-19,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['7680 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK007680GXAWQ'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40501-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52629&persona=live&column=partnerName&order=asc&redirectFrom=7.68TB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,MK000480GWUGF,5,"2.5""",480 GB,Tx-Sxx-P18432-B21,480GB SATA MU SFF MV SSD,6 Gbps,"{'Model': ['480GB SATA MU SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['3000 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class B >=1825 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [5], 'Interface Speed': ['6 Gbps'], 'Capacity': ['480 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK000480GWUGF'], 'Series': ['5200'], 'Part Number': ['Tx-Sxx-P18432-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52625&persona=live&column=partnerName&order=asc&redirectFrom=480GB%20SATA%20MU%20SFF%20MV%20SSD,VMware
ssd,Hitachi,MK003840GWHTE,1,"2.5""",3840 GB,Tx-Sxx-P18438-B21,3.84TB SATA MU SFF MV SSD,6 Gbps,"{'Model': ['3.84TB SATA MU SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['17600 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['3840 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK003840GWHTE'], 'Series': ['5100'], 'Part Number': ['Tx-Sxx-P18438-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52628&persona=live&column=partnerName&order=asc&redirectFrom=3.84TB%20SATA%20MU%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK000960GWTHB,1,"2.5""",960 GB,Tx-Sxx-P18424-B21,960GB SATA RI SFF SC MV SSD,6 Gbps,"{'Model': ['960GB SATA RI SFF SC MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['ATA'], 'Endurance': ['1400 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['eTLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK000960GWTHB'], 'Series': ['SE4011'], 'Part Number': ['Tx-Sxx-P18424-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52811&persona=live&column=partnerName&order=asc&redirectFrom=960GB%20SATA%20RI%20SFF%20SC%20MV%20SSD,VMware
ssd,Hitachi,MK001920GWUGK,1,"2.5""",1920 GB,Tx-Sxx-P18436-B21,1.92TB SATA MU SFF MV SSD,6 Gbps,"{'Model': ['1.92TB SATA MU SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['10000 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK001920GWUGK'], 'Series': ['5200'], 'Part Number': ['Tx-Sxx-P18436-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52627&persona=live&column=partnerName&order=asc&redirectFrom=1.92TB%20SATA%20MU%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK000240GXAWE,5,"2.5""",240 GB,Tx-Sxx-P40496-B21,240GB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['240GB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['657 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [5], 'Interface Speed': ['6 Gbps'], 'Capacity': ['240 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK000240GXAWE'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40496-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52634&persona=live&column=partnerName&order=asc&redirectFrom=240GB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,MK003840GXAWT,1,"2.5""",3840 GB,Tx-Sxx-P40505-B21,3.84TB SATA MU SFF MV SSD,6 Gbps,"{'Model': ['3.84TB SATA MU SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['24528 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['3840 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK003840GXAWT'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40505-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52633&persona=live&column=partnerName&order=asc&redirectFrom=3.84TB%20SATA%20MU%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK003840GXAWP,1,"2.5""",3840 GB,Tx-Sxx-P40500-B21,3.84TB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['3.84TB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['8410 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class B >=1825 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['3840 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK003840GXAWP'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40500-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52638&persona=live&column=partnerName&order=asc&redirectFrom=3.84TB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,MK001920GXAWR,5,"2.5""",1920 GB,Tx-Sxx-P40504-B21,1.92TB SATA MU SFF MV SSD,6 Gbps,"{'Model': ['1.92TB SATA MU SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['17520 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [5], 'Interface Speed': ['6 Gbps'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK001920GXAWR'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40504-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52632&persona=live&column=partnerName&order=asc&redirectFrom=1.92TB%20SATA%20MU%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK000480GXAWK,1,"2.5""",480 GB,Tx-Sxx-P40497-B21,480GB SATA RI SFF BC MV SSD,6 Gbps,"{'Model': ['480GB SATA RI SFF BC MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['1324 TBW'], 'Performance Class': ['Class C: 10,000-19,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['480 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK000480GXAWK'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40497-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52635&persona=live&column=partnerName&order=asc&redirectFrom=480GB%20SATA%20RI%20SFF%20BC%20MV%20SSD,VMware
ssd,Hitachi,VK001920GXAWN,1,"2.5""",1920 GB,Tx-Sxx-P40499-B21,1.92TB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['1.92TB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['5256 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class B >=1825 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK001920GXAWN'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40499-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52637&persona=live&column=partnerName&order=asc&redirectFrom=1.92TB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK000960GXAWL,1,"2.5""",960 GB,Tx-Sxx-P40498-B21,960GB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['960GB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['2628 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK000960GXAWL'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P40498-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52636&persona=live&column=partnerName&order=asc&redirectFrom=960GB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VO007680PXDBU,1,"2.5""",7680 GB,"Tx-Sxx-P49039-B21, Tx-Sxx-P49041-B21",7.68TB SAS RI SFF PM6 SSD,12 Gbps,"{'Model': ['7.68TB SAS RI SFF PM6 SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Endurance': ['14016 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['BiCS'], 'DWPD': [1], 'Interface Speed': ['12 Gbps'], 'Capacity': ['7680 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VO007680PXDBU'], 'Series': ['PM6'], 'Part Number': ['Tx-Sxx-P49039-B21, Tx-Sxx-P49041-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=51316&persona=live&column=partnerName&order=asc&redirectFrom=7.68TB%20SAS%20RI%20SFF%20PM6%20SSD,VMware
ssd,Hitachi,MK000960GXAXB,5,"2.5""",960 GB,Tx-Sxx-P18434-B21,960GB SATA MU SFF MV SSD,6 Gbps,"{'Model': ['960GB SATA MU SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['8800 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [5], 'Interface Speed': ['6 Gbps'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MK000960GXAXB'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P18434-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52737&persona=live&column=partnerName&order=asc&redirectFrom=960GB%20SATA%20MU%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK000480GXAWK,1,"2.5""",480 GB,Tx-Sxx-P18422-B21,480GB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['480GB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['1300 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['480 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK000480GXAWK'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P18422-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52730&persona=live&column=partnerName&order=asc&redirectFrom=480GB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK001920GZCNH,1,"2.5""",1920 GB,Tx-Sxx-P18426-B21,1.92TB SATA RI SFF SC MV SSD,6 Gbps,"{'Model': ['1.92TB SATA RI SFF SC MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['3798 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['eTLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK001920GZCNH'], 'Series': ['SE5110'], 'Part Number': ['Tx-Sxx-P18426-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52732&persona=live&column=partnerName&order=asc&redirectFrom=1.92TB%20SATA%20RI%20SFF%20SC%20MV%20SSD,VMware
ssd,Hitachi,VK003840GXAWP,1,"2.5""",3840 GB,Tx-Sxx-P18428-B21,3.84TB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['3.84TB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['17600 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['3840 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK003840GXAWP'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P18428-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52733&persona=live&column=partnerName&order=asc&redirectFrom=3.84TB%20SATA%20RI%20SFF%20MV%20SSD,VMware
ssd,Hitachi,VK007680GXAWQ,1,"2.5""",7680 GB,Tx-Sxx-P18430-B21,7.68TB SATA RI SFF MV SSD,6 Gbps,"{'Model': ['7.68TB SATA RI SFF MV SSD'], 'Partner Name': ['Hitachi'], 'Device Type': ['SATA'], 'Vendor Id': ['HPE'], 'Endurance': ['8400 TBW'], 'Performance Class': ['Class C: 10,000-19,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['7680 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['VK007680GXAWQ'], 'Series': ['5300'], 'Part Number': ['Tx-Sxx-P18430-B21']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=52734&persona=live&column=partnerName&order=asc&redirectFrom=7.68TB%20SATA%20RI%20SFF%20MV%20SSD,VMware
